ExperimentName	Subject	Session	Chopstick	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	FeliceNeutro[Session]	Group	Handedness	IstruzioniBlocchi.DurationError	IstruzioniBlocchi.OnsetDelay	IstruzioniBlocchi.OnsetTime	IstruzioniBlocchi.OnsetToOnsetTime	Lenti	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	Sex	StudioVersion	Welcome.DurationError	Welcome.OnsetDelay	Welcome.OnsetTime	Welcome.OnsetToOnsetTime	Block	Istruzionitraining1.ACC	Istruzionitraining1.CRESP	Istruzionitraining1.DurationError	Istruzionitraining1.OnsetDelay	Istruzionitraining1.OnsetTime	Istruzionitraining1.OnsetToOnsetTime	Istruzionitraining1.RESP	Istruzionitraining1.RT	Istruzionitraining1.RTTime	Procedure[Block]	Running[Block]	TrainingBlocklist	TrainingBlocklist.Cycle	TrainingBlocklist.Sample	Valutation	Valutation.Cycle	Valutation.Sample	XPBlocklist	XPBlocklist.Cycle	XPBlocklist.Sample	XpBlocklist2	XpBlocklist2.Cycle	XpBlocklist2.Sample	Trial	ArouImage.RESP	Arousalproc	Arousalproc.Cycle	Arousalproc.Sample	b	Categoria	COLORE1	ColoreB	ColoreM	FeliceNeutro[Trial]	FeliceNeutro.Cycle	FeliceNeutro.Sample	KeyPress10RESP	KeyPress10RT	KeyPress11RESP	KeyPress11RT	KeyPress12RESP	KeyPress12RT	KeyPress13RESP	KeyPress13RT	KeyPress14RESP	KeyPress14RT	KeyPress15RESP	KeyPress15RT	KeyPress16RESP	KeyPress16RT	KeyPress17RESP	KeyPress17RT	KeyPress18RESP	KeyPress18RT	KeyPress19RESP	KeyPress19RT	KeyPress1RESP	KeyPress1RT	KeyPress20RESP	KeyPress20RT	KeyPress2RESP	KeyPress2RT	KeyPress3RESP	KeyPress3RT	KeyPress4RESP	KeyPress4RT	KeyPress5RESP	KeyPress5RT	KeyPress6RESP	KeyPress6RT	KeyPress7RESP	KeyPress7RT	KeyPress8RESP	KeyPress8RT	KeyPress9RESP	KeyPress9RT	m	NeutroFelice	NeutroFelice.Cycle	NeutroFelice.Sample	Procedure[Trial]	Provalist	Provalist.Cycle	Provalist.Sample	Running[Trial]	TAG	TAG1	Trialblocklist	Trialblocklist.Cycle	Trialblocklist.Sample	ValImage.RESP	Valtrialproc	Valtrialproc.Cycle	Valtrialproc.Sample
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	1										blockproc2	XpBlocklist2										1	1	1	9					FELICE	1		ROSSO	VERDE	1	1	1																					b	1079																			NEUTRO				FeliceNeutroProc				FeliceNeutro	VR_NF_1.png								
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	1										blockproc2	XpBlocklist2										1	1	1	10					FELICE	2		VERDE	ROSSO	4	1	2																					b	1046																			NEUTRO				FeliceNeutroProc				FeliceNeutro	RV_NF_2.png								
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	1										blockproc2	XpBlocklist2										1	1	1	11					FELICE	2		ROSSO	VERDE	3	1	3																					b	924																			NEUTRO				FeliceNeutroProc				FeliceNeutro	VR_NF_2.png								
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	1										blockproc2	XpBlocklist2										1	1	1	12					FELICE	1		VERDE	ROSSO	2	1	4																					m	1897			b	9177															NEUTRO				FeliceNeutroProc				FeliceNeutro	RV_NF_1.png								
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	1										blockproc2	XpBlocklist2										1	1	1	13					FELICE	2		ROSSO	VERDE	3	2	5																					b	1296																			NEUTRO				FeliceNeutroProc				FeliceNeutro	VR_NF_2.png								
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	1										blockproc2	XpBlocklist2										1	1	1	14					FELICE	1		VERDE	ROSSO	2	2	6																					b	2766			n	6126	m	7342	b	10462	n	11950	m	12046							NEUTRO				FeliceNeutroProc				FeliceNeutro	RV_NF_1.png								
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	1										blockproc2	XpBlocklist2										1	1	1	15					FELICE	2		VERDE	ROSSO	4	2	7																					b	908			n	8707	b	10331													NEUTRO				FeliceNeutroProc				FeliceNeutro	RV_NF_2.png								
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	1										blockproc2	XpBlocklist2										1	1	1	16					FELICE	1		ROSSO	VERDE	1	2	8																					b	842																			NEUTRO				FeliceNeutroProc				FeliceNeutro	VR_NF_1.png								
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							1						1	VERDE			N																																															ValenzaTrialproc				Valtrialproc	V_F1.png	FELICE				u	5	1	1
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							2						2	VERDE			N																																															ValenzaTrialproc				Valtrialproc	V_F2.png	FELICE				u	6	1	2
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							3						2	VERDE			N																																															ValenzaTrialproc				Valtrialproc	V_N2.png	NEUTRO				r	8	1	3
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							4						1	ROSSO			N																																															ValenzaTrialproc				Valtrialproc	R_F1.png	FELICE				u	1	1	4
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							5						1	ROSSO			N																																															ValenzaTrialproc				Valtrialproc	R_N1.png	NEUTRO				w	3	1	5
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							6						2	ROSSO			N																																															ValenzaTrialproc				Valtrialproc	R_N2.png	NEUTRO				e	4	1	6
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							7						2	ROSSO			N																																															ValenzaTrialproc				Valtrialproc	R_F2.png	FELICE				u	2	1	7
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							8						1	VERDE			N																																															ValenzaTrialproc				Valtrialproc	V_N1.png	NEUTRO				w	7	1	8
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							9	7	5	1	1		1	VERDE			N																																															ArousalTrialproc				Arousalproc	V_F1.png	FELICE							
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							10	1	8	1	2		2	VERDE			N																																															ArousalTrialproc				Arousalproc	V_N2.png	NEUTRO							
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							11	7	1	1	3		1	ROSSO			N																																															ArousalTrialproc				Arousalproc	R_F1.png	FELICE							
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							12	7	6	1	4		2	VERDE			N																																															ArousalTrialproc				Arousalproc	V_F2.png	FELICE							
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							13	7	2	1	5		2	ROSSO			N																																															ArousalTrialproc				Arousalproc	R_F2.png	FELICE							
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							14	3	7	1	6		1	VERDE			N																																															ArousalTrialproc				Arousalproc	V_N1.png	NEUTRO							
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							15	2	3	1	7		1	ROSSO			N																																															ArousalTrialproc				Arousalproc	R_N1.png	NEUTRO							
qualiamotion pilot	10	2	NO	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117998</Frequency><Timestamp dt:dt="r8">25997585626</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-25T11:12:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-10-2	84.910	1.0.0.539	N	1	right	-999999	37100	37100	0	VR	228400787	Professional	2.0.10.356	2.0.10.356	06-25-2021	25/06/2021 11:12:51	13:12:51	female	2.0.10.252	-999999	18	35557	0	2										Vallist	Valutation				1	1	1							16	1	4	1	8		2	ROSSO			N																																															ArousalTrialproc				Arousalproc	R_N2.png	NEUTRO							
qualiamotion pilot	11	1	YES	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-23T08:51:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3117939</Frequency><Timestamp dt:dt="r8">246200266</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-23T08:51:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	qualiamotion pilot-11-1	84.908	1.0.0.529	N	1	right	-999999	790156	790156	0	VR	246798599	Professional	2.0.10.356	2.0.10.356	06-23-2021	23/06/2021 08:51:28	10:51:28	female	2.0.10.252	-999999	18	789308	0	1	0		-999999	16	267107	0	1	5965	273072	TrainingProc	TrainingBlocklist	1	1	1										1						2	VERDE			N																																															trainingtriallist				Trialblocklist	V_N2.png	NEUTRO	8	1	1				
